Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S3,RoTTA,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S3,RoTTA,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S3,RoTTA,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
S3,NOTE,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6075553894042969,,
S3,NOTE,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6096571683883667,,
S3,NOTE,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6391453742980957,,
S3,NOTE,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.576737642288208,,
S3,NOTE,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S3,DELTA,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3065694272518158,3.0
S3,DELTA,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058035098016262054,61.0
S3,DELTA,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16100546717643738,32.0
S3,DELTA,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12237917631864548,37.0
S3,DELTA,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
S4,EMATent,0.012168439105153084,0.012168439105153084,0.9989232420921326,0.0,0.49634946826845405,0.5,0.003650531731545925,0.0,0.0,0,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
